Zvalue	Max	Min	zRange	zRangePrev	IO
-28528	15952	15912	40	40	7000
-28528	15952	15912	40	40	7000
-28528	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28525	15952	15912	40	40	7000
-28528	15952	15912	40	40	7000
-28533	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28531	15952	15912	40	40	7000
-28525	15952	15912	40	40	7000
-28525	15952	15912	40	40	7000
-28523	15952	15912	40	40	7000
-28523	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28539	15952	15912	40	40	7000
-28526	15952	15912	40	40	7000
-28514	15952	15912	40	40	7000
-28517	15952	15912	40	40	7000
-28521	15952	15912	40	40	7000
-28531	15952	15912	40	40	7000
-28538	15952	15912	40	40	7000
-28539	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28523	15952	15912	40	40	7000
-28520	15952	15912	40	40	7000
-28530	15952	15912	40	40	7000
-28532	15952	15912	40	40	7000
-28533	15952	15912	40	40	7000
-28524	15952	15912	40	40	7000
-28519	15952	15912	40	40	7000
-28513	15952	15912	40	40	7000
-28517	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28526	15952	15912	40	40	7000
-28525	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28526	15952	15912	40	40	7000
-28526	15952	15912	40	40	7000
-28525	15952	15912	40	40	7000
-28528	15952	15912	40	40	7000
-28528	15952	15912	40	40	7000
-28527	15952	15912	40	40	7000
-28526	15952	15912	40	40	7000
-28525	15952	15912	40	40	7000
-28525	15952	15912	40	40	8000
-28524	15952	15912	40	40	8000
-28525	15952	15912	40	40	8000
-28527	15952	15912	40	40	8000
-28528	15952	15912	40	40	8000
-28531	15952	15912	40	40	8000
-28530	15952	15912	40	40	8000
-28530	15952	15912	40	40	8000
-28530	15952	15912	40	40	8000
-28526	15952	15912	40	40	8000
-28526	15952	15912	40	40	8000
-28526	15952	15912	40	40	8000
-28525	15952	15912	40	40	8000
-28527	15952	15912	40	40	8000
-28533	15952	15912	40	40	8000
-28530	15952	15912	40	40	8000
-28524	15952	15912	40	40	8000
-28525	15952	15912	40	40	8000
-28530	15952	15912	40	40	8000
-28532	15952	15912	40	40	8000
-28532	15952	15912	40	40	8000
-28525	15952	15912	40	40	8000
-28521	15952	15912	40	40	8000
-28519	15952	15912	40	40	8000
-28531	15952	15912	40	40	8000
-28540	15944	15912	32	32	7000
-28527	15944	15912	32	32	7000
-28520	15944	15912	32	32	7000
-28530	15944	15912	32	32	7000
-28532	15944	15912	32	32	7000
-28524	15944	15912	32	32	7000
-28519	15944	15912	32	32	7000
-28518	15944	15912	32	32	7000
-28523	15944	15912	32	32	7000
-28532	15944	15912	32	32	7000
-28520	15944	15912	32	32	7000
-28525	15944	15912	32	32	7000
-28535	15944	15912	32	32	7000
-28530	15944	15912	32	32	7000
-28523	15944	15912	32	32	7000
-28523	15944	15912	32	32	7000
-28530	15944	15912	32	32	7000
-28528	15944	15912	32	32	7000
-28527	15944	15912	32	32	7000
-28527	15944	15912	32	32	7000
-28526	15944	15912	32	32	7000
-28525	15944	15912	32	32	8000
-28524	15944	15912	32	32	8000
-28525	15944	15912	32	32	8000
-28530	15944	15912	32	32	8000
-28524	15944	15912	32	32	8000
-28531	15944	15912	32	32	8000
-28527	15944	15912	32	32	8000
-28524	15944	15912	32	32	8000
-28526	15944	15912	32	32	8000
-28526	15944	15912	32	32	8000
-28520	15944	15912	32	32	8000
-28518	15944	15912	32	32	8000
-28524	15944	15912	32	32	8000
-28528	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28530	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28519	15944	15928	32	32	8000
-28519	15944	15928	32	32	8000
-28539	15944	15928	32	32	8000
-28521	15944	15928	32	32	8000
-28517	15944	15928	32	32	8000
-28530	15944	15928	32	32	8000
-28532	15944	15928	32	32	8000
-28521	15944	15928	32	32	8000
-28520	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28534	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28519	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28530	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28521	15944	15928	32	32	8000
-28520	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28520	15944	15928	32	32	8000
-28519	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28532	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28521	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28531	15944	15928	32	32	8000
-28512	15944	15928	32	32	8000
-28521	15944	15928	32	32	8000
-28534	15944	15928	32	32	8000
-28531	15944	15928	32	32	8000
-28517	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28532	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28518	15944	15928	32	32	8000
-28515	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28530	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28531	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28525	15944	15928	32	32	7000
-28533	15944	15928	32	32	7000
-28514	15944	15928	32	32	7000
-28518	15944	15928	32	32	7000
-28532	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28521	15944	15928	32	32	7000
-28530	15944	15928	32	32	7000
-28531	15944	15928	32	32	7000
-28519	15944	15928	32	32	7000
-28519	15944	15928	32	32	7000
-28530	15944	15928	32	32	7000
-28528	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28530	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28520	15944	15928	32	32	7000
-28530	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28520	15944	15928	32	32	7000
-28528	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28515	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28530	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28530	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28521	15944	15928	32	32	8000
-28532	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28528	15944	15928	32	32	8000
-28517	15944	15928	32	32	8000
-28520	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28535	15944	15928	32	32	8000
-28520	15944	15928	32	32	8000
-28526	15944	15928	32	32	8000
-28524	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28525	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28523	15944	15928	32	32	8000
-28527	15944	15928	32	32	8000
-28521	15944	15928	32	32	8000
-28523	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28534	15944	15928	32	32	7000
-28514	15944	15928	32	32	7000
-28528	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28534	15944	15928	32	32	7000
-28518	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28521	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28530	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28521	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28514	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28519	15944	15928	32	32	7000
-28530	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28519	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28521	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28530	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28531	15944	15928	32	32	7000
-28520	15944	15928	32	32	7000
-28538	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28531	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28520	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28524	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28525	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28528	15944	15928	32	32	7000
-28532	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28526	15944	15928	32	32	7000
-28531	15944	15928	32	32	7000
-28527	15944	15928	32	32	7000
-28532	15944	15928	32	32	7000
-28523	15944	15928	32	32	7000
-28534	15952	15928	32	32	7000
-28511	15952	15928	32	32	7000
-28537	15952	15928	32	32	7000
-28515	15952	15928	32	32	7000
-28535	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28525	15952	15928	32	32	7000
-28528	15952	15928	32	32	7000
-28523	15952	15928	32	32	7000
-28525	15952	15928	32	32	7000
-28527	15952	15928	32	32	7000
-28525	15952	15928	32	32	7000
-28530	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28532	15952	15928	32	32	7000
-28530	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28526	15952	15928	32	32	7000
-28531	15952	15928	32	32	7000
-28526	15952	15928	32	32	7000
-28530	15952	15928	32	32	7000
-28521	15952	15928	32	32	7000
-28534	15952	15928	32	32	7000
-28526	15952	15928	32	32	7000
-28537	15952	15928	32	32	7000
-28530	15952	15928	32	32	7000
-28527	15952	15928	32	32	7000
-28519	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28533	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28527	15952	15928	32	32	7000
-28525	15952	15928	32	32	7000
-28527	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28528	15952	15928	32	32	7000
-28527	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28528	15952	15928	32	32	7000
-28523	15952	15928	32	32	7000
-28530	15952	15928	32	32	7000
-28520	15952	15928	32	32	7000
-28514	15952	15928	32	32	7000
-28533	15952	15928	32	32	7000
-28518	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28532	15952	15928	32	32	7000
-28524	15952	15928	32	32	7000
-28518	15952	15928	32	32	7000
-28525	15952	15928	32	32	7000
-28523	15952	15928	32	32	7000
-28523	15952	15928	32	32	7000
-28525	15952	15928	32	32	7000
-28521	15952	15928	32	32	8000
-28525	15952	15928	32	32	8000
-28525	15952	15928	32	32	8000
-28527	15952	15928	32	32	8000
-28526	15952	15928	32	32	8000
-28525	15952	15928	32	32	8000
-28513	15952	15928	32	32	8000
-28520	15952	15928	32	32	8000
-28525	15952	15928	32	32	8000
-28532	15952	15928	32	32	8000
